customer_sk,customer_id_nk,customer_key,first_name,last_name,marital_status,gender,create_date,birthdate,country,full_name,age
9334,19163.0,AW00019163,Riley,Bailey,Married,Female,2026-01-05,1979-10-18,United States,Riley Bailey,34.0
9335,19165.0,AW00019165,Miranda,Russell,Single,Female,2026-01-05,1974-03-02,United States,Miranda Russell,40.0
9336,19166.0,AW00019166,Olivia,Jenkins,Single,Female,2026-01-05,1979-12-12,United States,Olivia Jenkins,34.0
9337,19167.0,AW00019167,Caitlin,Morgan,Single,Female,2026-01-05,1979-12-06,United States,Caitlin Morgan,34.0
9338,19168.0,AW00019168,Nathan,Kumar,Single,Male,2026-01-05,1969-04-17,United States,Nathan Kumar,45.0
9339,19169.0,AW00019169,Arianna,Bryant,Single,Female,2026-01-05,1969-05-01,United States,Arianna Bryant,45.0
9340,19170.0,AW00019170,Luis,Campbell,Single,Male,2026-01-05,1969-05-10,United States,Luis Campbell,45.0
9341,19171.0,AW00019171,Melanie,Torres,Married,Female,2026-01-05,1969-02-24,United States,Melanie Torres,45.0
9342,19172.0,AW00019172,Calvin,Luo,Married,Male,2026-01-05,1985-04-15,United Kingdom,Calvin Luo,29.0
9343,19173.0,AW00019173,Kelli,Lal,Married,Female,2026-01-05,1979-09-16,United Kingdom,Kelli Lal,34.0
9344,19174.0,AW00019174,Katelyn,Howard,Single,Female,2026-01-05,1979-06-02,France,Katelyn Howard,35.0
9345,19175.0,AW00019175,Wayne,Sharma,Single,Male,2026-01-05,1977-08-19,United Kingdom,Wayne Sharma,36.0
9346,19176.0,AW00019176,Ebony,Vazquez,Single,Female,2026-01-05,1977-11-30,Germany,Ebony Vazquez,36.0
9347,19177.0,AW00019177,Donna,Chander,Married,Female,2026-01-05,1979-01-22,Germany,Donna Chander,35.0
9348,19178.0,AW00019178,Sarah,Miller,Single,Female,2026-01-05,1978-02-22,Germany,Sarah Miller,36.0
9349,19179.0,AW00019179,Gloria,Sanz,Single,Female,2026-01-05,1977-11-20,France,Gloria Sanz,36.0
9350,19180.0,AW00019180,Joan,Navarro,Single,Female,2026-01-05,1977-09-07,France,Joan Navarro,36.0
9351,19181.0,AW00019181,Chad,Pal,Single,Male,2026-01-05,1978-04-24,France,Chad Pal,36.0
9352,19182.0,AW00019182,Lance,Dominguez,Single,Male,2026-01-05,1983-05-19,France,Lance Dominguez,31.0
9353,19183.0,AW00019183,Edwin,Raje,Single,Male,2026-01-05,1976-08-07,France,Edwin Raje,37.0
9354,19164.0,AW00019164,Danielle,Morgan,Single,Female,2026-01-05,1973-12-22,United States,Danielle Morgan,40.0
9355,19162.0,AW00019162,Peter,Raji,Married,Male,2026-01-05,1969-05-12,United States,Peter Raji,45.0
9356,19185.0,AW00019185,Jacqueline,Bradley,Single,Female,2026-01-05,1977-05-22,France,Jacqueline Bradley,37.0
9357,19161.0,AW00019161,Jeremiah,Hughes,Single,Male,2026-01-05,1969-04-04,United States,Jeremiah Hughes,45.0
9358,19142.0,AW00019142,Dalton,Washington,Married,Male,2026-01-05,1972-05-08,United States,Dalton Washington,42.0
9359,19143.0,AW00019143,Lauren,Long,Single,Female,2026-01-05,1971-01-07,United States,Lauren Long,43.0
9360,19144.0,AW00019144,Edwin,He,Single,Male,2026-01-05,1976-12-22,United States,Edwin He,37.0
9361,19145.0,AW00019145,Adriana,Malhotra,Married,Female,2026-01-05,1970-10-22,United States,Adriana Malhotra,43.0
9362,19146.0,AW00019146,Mariah,Morgan,Single,Female,2026-01-05,1976-07-14,United States,Mariah Morgan,37.0
9363,19147.0,AW00019147,Edward,Thomas,Married,Male,2026-01-05,1975-03-09,Canada,Edward Thomas,39.0
9364,19148.0,AW00019148,Cody,Ramirez,Single,Male,2026-01-05,1975-09-05,United States,Cody Ramirez,38.0
9365,19149.0,AW00019149,Sean,Parker,Single,Male,2026-01-05,1980-09-13,United States,Sean Parker,33.0
9366,19150.0,AW00019150,Maria,Bailey,Married,Female,2026-01-05,1986-02-13,Canada,Maria Bailey,28.0
9367,19151.0,AW00019151,Ian,Cooper,Single,Male,2026-01-05,1970-02-14,United States,Ian Cooper,44.0
9368,19152.0,AW00019152,Jonathan,Walker,Married,Male,2026-01-05,1969-08-01,United States,Jonathan Walker,44.0
9369,19153.0,AW00019153,Dylan,Griffin,Married,Male,2026-01-05,1975-03-22,United States,Dylan Griffin,39.0
9370,19154.0,AW00019154,William,Sotelo,Married,Female,2026-01-05,1980-07-08,United States,William Sotelo,33.0
9371,19155.0,AW00019155,Caroline,Flores,Married,Female,2026-01-05,1970-04-24,United States,Caroline Flores,44.0
9372,19156.0,AW00019156,Julia,Jenkins,Single,Female,2026-01-05,1969-07-03,United States,Julia Jenkins,44.0
9373,19157.0,AW00019157,Eduardo,Thompson,Single,Male,2026-01-05,1970-06-25,United States,Eduardo Thompson,44.0
9374,19158.0,AW00019158,Destiny,Griffin,Single,Female,2026-01-05,1975-03-15,United States,Destiny Griffin,39.0
9375,19159.0,AW00019159,Richard,Gonzalez,Married,Male,2026-01-05,1969-11-12,United States,Richard Gonzalez,44.0
9376,19160.0,AW00019160,Sara,Perez,Single,Female,2026-01-05,1968-09-21,United States,Sara Perez,45.0
9377,19184.0,AW00019184,Emily,Hayes,Single,Female,2026-01-05,1982-10-05,United Kingdom,Emily Hayes,31.0
9378,19186.0,AW00019186,Bob,Garcia,Married,Male,2026-01-05,1982-02-11,United Kingdom,Bob Garcia,32.0
9379,19230.0,AW00019230,Joy,Moreno,Married,Female,2026-01-05,1963-11-11,United States,Joy Moreno,50.0
9380,19209.0,AW00019209,Alexandra,Nelson,Married,Female,2026-01-05,1960-01-01,United States,Alexandra Nelson,54.0
9381,19211.0,AW00019211,Anna,Lee,Married,Female,2026-01-05,1960-02-21,United States,Anna Lee,54.0
9382,19212.0,AW00019212,Brianna,Clark,Married,Female,2026-01-05,1966-03-07,United States,Brianna Clark,48.0
9383,19213.0,AW00019213,Amanda,Simmons,Married,Female,2026-01-05,1960-07-07,United States,Amanda Simmons,53.0
9384,19214.0,AW00019214,Cassidy,Powell,Single,Female,2026-01-05,1961-08-15,United States,Cassidy Powell,52.0
9385,19215.0,AW00019215,Edward,Hall,Single,Male,2026-01-05,1967-09-30,United States,Edward Hall,46.0
9386,19216.0,AW00019216,Gabriel,Lopez,Single,Male,2026-01-05,1962-03-01,United States,Gabriel Lopez,52.0
9387,19217.0,AW00019217,Jose,Nelson,Married,Male,2026-01-05,1973-03-12,Canada,Jose Nelson,41.0
9388,19218.0,AW00019218,Nathaniel,Brooks,Married,Male,2026-01-05,1962-04-09,United States,Nathaniel Brooks,52.0
9389,19219.0,AW00019219,Mary,Peterson,Married,Female,2026-01-05,1962-06-05,United States,Mary Peterson,52.0
9390,19220.0,AW00019220,Mariah,Sanchez,Married,Female,2026-01-05,1962-07-07,Canada,Mariah Sanchez,51.0
9391,19221.0,AW00019221,Kaitlyn,Williams,Married,Female,2026-01-05,1962-09-23,United States,Kaitlyn Williams,51.0
9392,19222.0,AW00019222,Jordan,Hall,Married,Male,2026-01-05,1968-02-17,United States,Jordan Hall,46.0
9393,19223.0,AW00019223,Jacqueline,Cook,Married,Female,2026-01-05,1974-06-17,Canada,Jacqueline Cook,40.0
9394,19224.0,AW00019224,Stephanie,Henderson,Married,Female,2026-01-05,1963-03-21,Canada,Stephanie Henderson,51.0
9395,19225.0,AW00019225,Jeremy,Watson,Married,Male,2026-01-05,1963-04-07,United States,Jeremy Watson,51.0
9396,19226.0,AW00019226,Neil,Carlson,Married,Male,2026-01-05,1980-10-14,United States,Neil Carlson,33.0
9397,19227.0,AW00019227,Logan,Nelson,Married,Male,2026-01-05,1969-08-16,United States,Logan Nelson,44.0
9398,19228.0,AW00019228,Morgan,Ramirez,Married,Female,2026-01-05,1963-09-09,United States,Morgan Ramirez,50.0
9399,19229.0,AW00019229,David,Robinson,Single,Male,2026-01-05,1964-02-20,United States,David Robinson,50.0
9400,19210.0,AW00019210,Alexis,Price,Married,Female,2026-01-05,1965-08-02,United States,Alexis Price,48.0
9401,19208.0,AW00019208,Angelica,Diaz,Married,Female,2026-01-05,1959-10-02,United States,Angelica Diaz,54.0
9402,19187.0,AW00019187,Karl,Pal,Single,Male,2026-01-05,1976-11-10,United Kingdom,Karl Pal,37.0
9403,19207.0,AW00019207,Jeremiah,Turner,Married,Male,2026-01-05,1971-04-04,Canada,Jeremiah Turner,43.0
9404,19188.0,AW00019188,Dalton,Anderson,Single,Male,2026-01-05,1976-12-04,Germany,Dalton Anderson,37.0
9405,19189.0,AW00019189,Morgan,Price,Single,Female,2026-01-05,1976-09-08,France,Morgan Price,37.0
9406,19190.0,AW00019190,Carl,Shen,Single,Male,2026-01-05,1976-11-24,United Kingdom,Carl Shen,37.0
9407,19191.0,AW00019191,Keith,Chande,Single,Male,2026-01-05,1977-01-19,Germany,Keith Chande,37.0
9408,19192.0,AW00019192,Erika,Ruiz,Single,Female,2026-01-05,1975-09-09,United Kingdom,Erika Ruiz,38.0
9409,19193.0,AW00019193,Omar,Lal,Single,Male,2026-01-05,1976-05-21,United Kingdom,Omar Lal,38.0
9410,19194.0,AW00019194,Cesar,Garcia,Single,Male,2026-01-05,1975-09-29,France,Cesar Garcia,38.0
9411,19195.0,AW00019195,Darren,Romero,Single,Male,2026-01-05,1981-05-22,United Kingdom,Darren Romero,33.0
9412,19196.0,AW00019196,April,She,Single,Female,2026-01-05,1981-08-31,Germany,April She,32.0
9413,19197.0,AW00019197,Briana,Sandoval,Single,Female,2026-01-05,1976-05-16,Germany,Briana Sandoval,38.0
9414,19198.0,AW00019198,Melissa,Brooks,Single,Female,2026-01-05,1986-05-05,United States,Melissa Brooks,28.0
9415,19199.0,AW00019199,David,Williams,Single,Male,2026-01-05,1980-10-06,United States,David Williams,33.0
9416,19200.0,AW00019200,Luke,Henderson,Married,Male,2026-01-05,1971-09-22,Canada,Luke Henderson,42.0
9417,19201.0,AW00019201,Charles,Brooks,Married,Male,2026-01-05,1972-04-25,United States,Charles Brooks,42.0
9418,19202.0,AW00019202,Brianna,Lee,Married,Female,2026-01-05,1972-01-08,United States,Brianna Lee,42.0
9419,19203.0,AW00019203,Darren,Navarro,Single,Male,2026-01-05,1958-12-11,United States,Darren Navarro,55.0
9420,19204.0,AW00019204,Sydney,Evans,Single,Female,2026-01-05,1958-12-17,United States,Sydney Evans,55.0
9421,19205.0,AW00019205,James,Perry,Married,Male,2026-01-05,1964-09-12,Canada,James Perry,49.0
9422,19206.0,AW00019206,Destiny,Cooper,Married,Female,2026-01-05,1975-02-05,United States,Destiny Cooper,39.0
9423,19324.0,AW00019324,Tanya,Blanco,Married,Female,2026-01-05,1973-04-08,France,Tanya Blanco,41.0
9424,19325.0,AW00019325,Kelli,Chen,Married,Female,2026-01-05,1972-09-11,Germany,Kelli Chen,41.0
9425,19326.0,AW00019326,Marcus,Robinson,Married,Male,2026-01-05,1983-03-10,France,Marcus Robinson,31.0
9426,19441.0,AW00019441,Dale,She,Single,Male,2026-01-05,1974-07-17,France,Dale She,39.0
9427,19443.0,AW00019443,Dominic,Raman,Married,Male,2026-01-05,1962-09-30,Germany,Dominic Raman,51.0
9428,19444.0,AW00019444,Kayla,Thomas,Married,Female,2026-01-05,1973-08-31,France,Kayla Thomas,40.0
9429,19445.0,AW00019445,Emma,Thompson,Married,Female,2026-01-05,1973-08-07,United Kingdom,Emma Thompson,40.0
9430,19446.0,AW00019446,Bridget,Nath,Married,Female,2026-01-05,1973-10-06,France,Bridget Nath,40.0
9431,19447.0,AW00019447,Yolanda,Simpson,Married,Female,2026-01-05,1973-12-20,France,Yolanda Simpson,40.0
9432,19448.0,AW00019448,Meagan,Fernandez,Single,Female,2026-01-05,1972-09-03,United Kingdom,Meagan Fernandez,41.0
9433,19449.0,AW00019449,Nuan,Yuan,Married,Male,2026-01-05,1932-02-10,Germany,Nuan Yuan,82.0
9434,19450.0,AW00019450,Keith,Lal,Married,Male,2026-01-05,1972-08-17,Germany,Keith Lal,41.0
9435,19451.0,AW00019451,Pedro,Sara,Single,Male,2026-01-05,1972-03-20,Germany,Pedro Sara,42.0
9436,19452.0,AW00019452,Jacob,Anderson,Married,Male,2026-01-05,1972-12-17,France,Jacob Anderson,41.0
9437,19453.0,AW00019453,Veronica,Rana,Married,Female,2026-01-05,1978-05-07,Germany,Veronica Rana,36.0
9438,19454.0,AW00019454,Roger,Sharma,Married,Male,2026-01-05,1973-02-13,Germany,Roger Sharma,41.0
9439,19455.0,AW00019455,Jack,Perez,Single,Male,2026-01-05,1972-11-29,United Kingdom,Jack Perez,41.0
9440,19456.0,AW00019456,Jesse,Perez,Married,Male,2026-01-05,1933-01-23,Germany,Jesse Perez,81.0
9441,19457.0,AW00019457,Jennifer,Williams,Single,Female,2026-01-05,1933-01-16,United Kingdom,Jennifer Williams,81.0
9442,19458.0,AW00019458,Tyrone,Blanco,Married,Male,2026-01-05,1972-04-21,France,Tyrone Blanco,42.0
9443,19459.0,AW00019459,Katie,Yuan,Married,Female,2026-01-05,1972-03-24,United Kingdom,Katie Yuan,42.0
9444,19460.0,AW00019460,Arthur,Diaz,Married,Male,2026-01-05,1971-12-11,France,Arthur Diaz,42.0
9445,19461.0,AW00019461,Nichole,Shan,Single,Female,2026-01-05,1971-04-19,United Kingdom,Nichole Shan,43.0
9446,19442.0,AW00019442,Connor,Hill,Single,Male,2026-01-05,1985-10-21,France,Connor Hill,28.0
9447,19440.0,AW00019440,Alicia,Sharma,Married,Female,2026-01-05,1974-12-23,United Kingdom,Alicia Sharma,39.0
9448,19463.0,AW00019463,Cassandra,Chandra,Married,Female,2026-01-05,1971-05-20,France,Cassandra Chandra,43.0
9449,19439.0,AW00019439,Franklin,Xu,Single,Male,2026-01-05,1974-09-11,Germany,Franklin Xu,39.0
9450,19420.0,AW00019420,Stanley,Raman,Single,Male,2026-01-05,1964-12-16,Germany,Stanley Raman,49.0
9451,19421.0,AW00019421,Jay,Rana,Single,Male,2026-01-05,1976-03-08,France,Jay Rana,38.0
9452,19422.0,AW00019422,Paula,Gutierrez,Single,Female,2026-01-05,1976-05-18,Germany,Paula Gutierrez,38.0
9453,19423.0,AW00019423,Maria,Price,Single,Female,2026-01-05,1976-02-04,France,Maria Price,38.0
9454,19424.0,AW00019424,Terrance,Smith,Single,Male,2026-01-05,1975-01-12,United Kingdom,Terrance Smith,39.0
9455,19425.0,AW00019425,Arturo,Zhao,Married,Male,2026-01-05,1975-02-25,United Kingdom,Arturo Zhao,39.0
9456,19426.0,AW00019426,Brian,Stewart,Single,Male,2026-01-05,1975-12-12,France,Brian Stewart,38.0
9457,19427.0,AW00019427,Troy,Lopez,Single,Male,2026-01-05,1975-09-09,France,Troy Lopez,38.0
9458,19428.0,AW00019428,Eric,Turner,Married,Male,2026-01-05,1981-04-23,Germany,Eric Turner,33.0
9459,19429.0,AW00019429,Jared,Kelly,Single,Male,2026-01-05,1976-03-04,Germany,Jared Kelly,38.0
9460,19430.0,AW00019430,Sharon,Goel,Married,Female,2026-01-05,1926-01-10,United Kingdom,Sharon Goel,88.0
9461,19431.0,AW00019431,Bonnie,She,Single,Female,2026-01-05,1975-02-16,France,Bonnie She,39.0
9462,19432.0,AW00019432,Armando,Dominguez,Single,Male,2026-01-05,1980-09-09,Germany,Armando Dominguez,33.0
9463,19433.0,AW00019433,Bridget,Raje,Married,Female,2026-01-05,1975-06-01,United Kingdom,Bridget Raje,39.0
9464,19434.0,AW00019434,Geoffrey,Ashe,Single,Male,2026-01-05,1980-07-18,France,Geoffrey Ashe,33.0
9465,19435.0,AW00019435,Benjamin,Thompson,Married,Male,2026-01-05,1980-07-16,United Kingdom,Benjamin Thompson,33.0
9466,19436.0,AW00019436,Gregory,Pal,Married,Male,2026-01-05,1975-03-31,France,Gregory Pal,39.0
9467,19437.0,AW00019437,Kelsey,Rai,Single,Female,2026-01-05,1980-05-21,United Kingdom,Kelsey Rai,34.0
9468,19438.0,AW00019438,Shannon,Hu,Married,Female,2026-01-05,1980-09-16,Germany,Shannon Hu,33.0
9469,19462.0,AW00019462,Paige,Travers,Single,Female,2026-01-05,1976-10-13,France,Paige Travers,37.0
9470,19464.0,AW00019464,Tyrone,Alonso,Married,Male,2026-01-05,1935-05-08,France,Tyrone Alonso,79.0
9471,19418.0,AW00019418,Nathan,Miller,Single,Male,2026-01-05,1964-12-08,United Kingdom,Nathan Miller,49.0
9472,19487.0,AW00019487,Dwayne,Gutierrez,Married,Male,2026-01-05,1970-01-11,France,Dwayne Gutierrez,44.0
9473,19489.0,AW00019489,Alexandra,Patterson,Single,Female,2026-01-05,1969-08-05,France,Alexandra Patterson,44.0
9474,19490.0,AW00019490,Kristina,Smith,Single,Female,2026-01-05,1970-05-16,France,Kristina Smith,44.0
9475,19491.0,AW00019491,Stanley,Prasad,Single,Male,2026-01-05,1980-12-08,France,Stanley Prasad,33.0
9476,19492.0,AW00019492,Andres,Andersen,Single,Male,2026-01-05,1975-04-15,France,Andres Andersen,39.0
9477,19493.0,AW00019493,Karla,Shan,Married,Female,2026-01-05,1969-11-09,United Kingdom,Karla Shan,44.0
9478,19494.0,AW00019494,Sergio,Martinez,Single,Male,2026-01-05,1984-09-16,France,Sergio Martinez,29.0
9479,19495.0,AW00019495,Francis,Gill,Single,Male,2026-01-05,1984-10-31,France,Francis Gill,29.0
9480,19496.0,AW00019496,Edgar,Subram,Single,Male,2026-01-05,1984-07-08,Germany,Edgar Subram,29.0
9481,19497.0,AW00019497,Raul,She,Single,Male,2026-01-05,1984-10-23,United Kingdom,Raul She,29.0
9482,19498.0,AW00019498,Christy,Wang,Single,Female,2026-01-05,1984-08-02,United Kingdom,Christy Wang,29.0
9483,19499.0,AW00019499,Shawn,Black,Married,Male,2026-01-05,1969-05-22,United Kingdom,Shawn Black,45.0
9484,19500.0,AW00019500,Russell,Shan,Married,Male,2026-01-05,1974-05-13,United Kingdom,Russell Shan,40.0
9485,19501.0,AW00019501,Allison,Edwards,Married,Female,2026-01-05,1973-05-07,Germany,Allison Edwards,41.0
9486,19502.0,AW00019502,Felicia,Carlson,Married,Female,2026-01-05,1973-01-30,United Kingdom,Felicia Carlson,41.0
9487,19503.0,AW00019503,Bridget,Luo,Married,Female,2026-01-05,1967-09-23,France,Bridget Luo,46.0
9488,19504.0,AW00019504,Dominic,Garcia,Married,Male,2026-01-05,1968-02-10,France,Dominic Garcia,46.0
9489,19505.0,AW00019505,Gilbert,She,Single,Male,2026-01-05,1983-09-09,United Kingdom,Gilbert She,30.0
9490,19506.0,AW00019506,Candice,Lin,Single,Female,2026-01-05,1983-12-11,United Kingdom,Candice Lin,30.0
9491,19507.0,AW00019507,Raul,Shen,Single,Male,2026-01-05,1983-06-10,France,Raul Shen,31.0
9492,19488.0,AW00019488,Jamie,Lin,Single,Female,2026-01-05,1969-12-10,France,Jamie Lin,44.0
9493,19486.0,AW00019486,Melanie,Price,Married,Female,2026-01-05,1970-09-25,United Kingdom,Melanie Price,43.0
9494,19465.0,AW00019465,Sierra,Baker,Single,Female,2026-01-05,1934-09-02,France,Sierra Baker,79.0
9495,19485.0,AW00019485,Raul,Shan,Single,Male,2026-01-05,1971-05-02,France,Raul Shan,43.0
9496,19466.0,AW00019466,Morgan,Lopez,Married,Female,2026-01-05,1969-07-20,United Kingdom,Morgan Lopez,44.0
9497,19467.0,AW00019467,Krista,Alvarez,Single,Female,2026-01-05,1969-10-09,United Kingdom,Krista Alvarez,44.0
9498,19468.0,AW00019468,Ramon,Lin,Single,Male,2026-01-05,1974-08-04,France,Ramon Lin,39.0
9499,19469.0,AW00019469,Valerie,Cai,Single,Female,2026-01-05,1968-08-13,France,Valerie Cai,45.0
9500,19470.0,AW00019470,Kelli,Ye,Single,Female,2026-01-05,1974-09-09,United Kingdom,Kelli Ye,39.0
9501,19471.0,AW00019471,Bryant,Martinez,Single,Male,2026-01-05,1968-10-30,United Kingdom,Bryant Martinez,45.0
9502,19472.0,AW00019472,Heidi,Sara,Single,Female,2026-01-05,1974-02-08,Germany,Heidi Sara,40.0
9503,19473.0,AW00019473,Roger,Chande,Single,Male,2026-01-05,1974-08-22,France,Roger Chande,39.0
9504,19474.0,AW00019474,Jenny,Luo,Single,Female,2026-01-05,1972-04-03,France,Jenny Luo,42.0
9505,19475.0,AW00019475,Mandy,Ye,Married,Female,2026-01-05,1971-08-31,France,Mandy Ye,42.0
9506,19476.0,AW00019476,Sarah,Anderson,Married,Female,2026-01-05,1977-10-21,Germany,Sarah Anderson,36.0
9507,19477.0,AW00019477,Lance,Rubio,Married,Male,2026-01-05,1972-02-19,United Kingdom,Lance Rubio,42.0
9508,19478.0,AW00019478,Tasha,Goel,Married,Female,2026-01-05,1972-06-23,United Kingdom,Tasha Goel,42.0
9509,19479.0,AW00019479,Jessica,Gray,Single,Female,2026-01-05,1974-06-04,United Kingdom,Jessica Gray,40.0
9510,19480.0,AW00019480,Lisa,Zeng,Married,Female,2026-01-05,1973-10-07,France,Lisa Zeng,40.0
9511,19481.0,AW00019481,Darren,Suarez,Married,Male,2026-01-05,1973-05-11,France,Darren Suarez,41.0
9512,19482.0,AW00019482,Andy,Ortega,Married,Male,2026-01-05,1967-12-17,Germany,Andy Ortega,46.0
9513,19483.0,AW00019483,Michele,Serrano,Married,Female,2026-01-05,1945-03-30,United Kingdom,Michele Serrano,69.0
9514,19484.0,AW00019484,Willie,Liang,Married,Male,2026-01-05,1970-08-26,France,Willie Liang,43.0
9515,19419.0,AW00019419,Allison,Adams,Single,Female,2026-01-05,1976-02-19,France,Allison Adams,38.0
9516,19417.0,AW00019417,Alexis,Foster,Married,Female,2026-01-05,1965-04-06,Germany,Alexis Foster,49.0
9517,19327.0,AW00019327,Candace,Gonzalez,Married,Female,2026-01-05,1972-01-31,France,Candace Gonzalez,42.0
9518,19349.0,AW00019349,Warren,Anand,Single,Male,2026-01-05,1975-08-09,Germany,Warren Anand,38.0
9519,19351.0,AW00019351,Edgar,Vance,Single,Male,2026-01-05,1968-10-19,France,Edgar Vance,45.0
9520,19352.0,AW00019352,Arturo,Chen,Single,Male,2026-01-05,1969-05-11,France,Arturo Chen,45.0
9521,19353.0,AW00019353,Desiree,Gill,Single,Female,2026-01-05,1974-08-09,Germany,Desiree Gill,39.0
9522,19354.0,AW00019354,Abby,Madan,Single,Female,2026-01-05,1982-08-29,Germany,Abby Madan,31.0
9523,19355.0,AW00019355,Danny,Munoz,Single,Male,2026-01-05,1982-08-08,United Kingdom,Danny Munoz,31.0
9524,19356.0,AW00019356,Francis,Ortega,Married,Male,2026-01-05,1982-05-10,Germany,Francis Ortega,32.0
9525,19357.0,AW00019357,Ryan,Flores,Single,Male,2026-01-05,1985-05-25,Germany,Ryan Flores,29.0
9526,19358.0,AW00019358,Jonathan,Bryant,Single,Male,2026-01-05,1983-12-16,France,Jonathan Bryant,30.0
9527,19359.0,AW00019359,Roberto,Townsend,Married,Male,2026-01-05,1969-02-16,United Kingdom,Roberto Townsend,45.0
9528,19360.0,AW00019360,Joanna,Hernandez,Married,Female,2026-01-05,1968-10-01,United Kingdom,Joanna Hernandez,45.0
9529,19361.0,AW00019361,Stacey,Sun,Married,Female,2026-01-05,1969-03-24,United Kingdom,Stacey Sun,45.0
9530,19362.0,AW00019362,Karl,Raje,Married,Male,2026-01-05,1974-08-09,United Kingdom,Karl Raje,39.0
9531,19363.0,AW00019363,Regina,Raman,Single,Female,2026-01-05,1967-12-02,France,Regina Raman,46.0
9532,19364.0,AW00019364,Alejandro,Nara,Married,Male,2026-01-05,1973-10-16,Germany,Alejandro Nara,40.0
9533,19365.0,AW00019365,Wayne,Shan,Married,Male,2026-01-05,1967-12-31,Germany,Wayne Shan,46.0
9534,19366.0,AW00019366,Christy,Beck,Married,Female,2026-01-05,1967-10-01,France,Christy Beck,46.0
9535,19367.0,AW00019367,Johnathan,Gonzalez,Single,Male,2026-01-05,1984-02-14,France,Johnathan Gonzalez,30.0
9536,19368.0,AW00019368,Lindsay,Anand,Single,Female,2026-01-05,1983-09-23,Germany,Lindsay Anand,30.0
9537,19369.0,AW00019369,Clifford,Suri,Single,Male,2026-01-05,1983-09-30,United Kingdom,Clifford Suri,30.0
9538,19350.0,AW00019350,Bethany,Ashe,Married,Female,2026-01-05,1980-09-13,United Kingdom,Bethany Ashe,33.0
9539,19348.0,AW00019348,Ebony,Raman,Married,Female,2026-01-05,1970-09-15,United Kingdom,Ebony Raman,43.0
9540,19371.0,AW00019371,Roy,Mehta,Single,Male,2026-01-05,1982-12-05,Germany,Roy Mehta,31.0
9541,19347.0,AW00019347,Alvin,Zhao,Married,Male,2026-01-05,1971-03-04,United Kingdom,Alvin Zhao,43.0
9542,19328.0,AW00019328,Shawn,Xu,Single,Male,2026-01-05,1970-09-10,United Kingdom,Shawn Xu,43.0
9543,19329.0,AW00019329,Nancy,Srini,Single,Female,2026-01-05,1971-04-19,Germany,Nancy Srini,43.0
9544,19330.0,AW00019330,Johnny,Shen,Single,Male,2026-01-05,1970-09-30,Germany,Johnny Shen,43.0
9545,19331.0,AW00019331,Jessie,Hu,Single,Male,2026-01-05,1976-08-30,Germany,Jessie Hu,37.0
9546,19332.0,AW00019332,Kelvin,Alan,Married,Male,2026-01-05,1976-07-14,Germany,Kelvin Alan,37.0
9547,19333.0,AW00019333,Candace,Malhotra,Married,Female,2026-01-05,1971-01-11,Germany,Candace Malhotra,43.0
9548,19334.0,AW00019334,Katherine,Baker,Single,Female,2026-01-05,1975-04-03,United Kingdom,Katherine Baker,39.0
9549,19335.0,AW00019335,Cedric,Ye,Single,Male,2026-01-05,1970-02-14,France,Cedric Ye,44.0
9550,19336.0,AW00019336,Ricardo,Andersen,Single,Male,2026-01-05,1969-09-07,France,Ricardo Andersen,44.0
9551,19337.0,AW00019337,Bonnie,Luo,Single,Female,2026-01-05,1975-12-12,United Kingdom,Bonnie Luo,38.0
9552,19338.0,AW00019338,Paula,Dominguez,Married,Female,2026-01-05,1971-10-04,France,Paula Dominguez,42.0
9553,19339.0,AW00019339,Lance,Gomez,Married,Male,2026-01-05,1971-12-21,Germany,Lance Gomez,42.0
9554,19340.0,AW00019340,Renee,Dominguez,Married,Female,2026-01-05,1971-08-15,Germany,Renee Dominguez,42.0
9555,19341.0,AW00019341,Clarence,Huang,Married,Male,2026-01-05,1972-02-21,United Kingdom,Clarence Huang,42.0
9556,19342.0,AW00019342,Aimee,Zeng,Single,Female,2026-01-05,1974-04-05,United Kingdom,Aimee Zeng,40.0
9557,19343.0,AW00019343,Louis,Ye,Single,Male,2026-01-05,1969-01-30,France,Louis Ye,45.0
9558,19344.0,AW00019344,Mandy,Ma,Single,Female,2026-01-05,1974-12-16,Germany,Mandy Ma,39.0
9559,19345.0,AW00019345,Kaitlin,Prasad,Married,Female,2026-01-05,1976-08-18,Germany,Kaitlin Prasad,37.0
9560,19346.0,AW00019346,Donna,She,Married,Female,2026-01-05,1976-10-11,United Kingdom,Donna She,37.0
9561,19370.0,AW00019370,Gilbert,Yang,Single,Male,2026-01-05,1982-12-22,France,Gilbert Yang,31.0
9562,19372.0,AW00019372,Cassidy,Long,Single,Female,2026-01-05,1981-12-16,France,Cassidy Long,32.0
9563,19416.0,AW00019416,Caitlin,Morris,Married,Female,2026-01-05,1965-07-20,United Kingdom,Caitlin Morris,48.0
9564,19395.0,AW00019395,Austin,Zhang,Single,Male,2026-01-05,1965-11-29,United States,Austin Zhang,48.0
9565,19397.0,AW00019397,Terry,Shen,Single,Male,2026-01-05,1971-08-24,United States,Terry Shen,42.0
9566,19398.0,AW00019398,Dylan,Gonzales,Single,Male,2026-01-05,1966-04-08,United States,Dylan Gonzales,48.0
9567,19399.0,AW00019399,Anthony,Brown,Single,Male,2026-01-05,1966-04-09,Canada,Anthony Brown,48.0
